"id","name","categoryId","alcoholic","glassId","instructions","thumb","ingredients","measures","createdAt","updatedAt"
73,Espresso Rumtini,3,true,7,Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans,https://www.thecocktaildb.com/images/media/drink/acvf171561574403.jpg,"{""ingredient1"":""Rum"",""ingredient2"":""Vanilla syrup"",""ingredient3"":""Espresso"",""ingredient4"":""Coffee""}","{""measure1"":""1 shot"",""measure2"":""1/2 shot"",""measure3"":""1 shot"",""measure4"":""1 shot""}",2022-05-01 16:17:18.309,2022-05-01 16:17:18.310
87,Gin Tonic,3,true,4,"Fill a highball glass with ice, pour the gin, top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge.",https://www.thecocktaildb.com/images/media/drink/qcgz0t1643821443.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Tonic Water"",""ingredient3"":""Lemon Peel"",""ingredient4"":""Ice""}","{""measure1"":""4 cl"",""measure2"":""10 cl"",""measure3"":""1 Slice"",""measure4"":""cubes""}",2022-05-01 16:17:18.332,2022-05-01 16:17:18.332
100,Manhattan,3,true,7,"Stirred over ice, strained into a chilled glass, garnished, and served up.",https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg,"{""ingredient1"":""Sweet Vermouth"",""ingredient2"":""Bourbon"",""ingredient3"":""Angostura bitters"",""ingredient4"":""Ice"",""ingredient5"":""Maraschino cherry"",""ingredient6"":""Orange peel""}","{""measure1"":""3/4 oz "",""measure2"":""2 1/2 oz Blended "",""measure3"":""dash "",""measure4"":""2 or 3 "",""measure5"":""1 "",""measure6"":""1 twist of ""}",2022-05-01 16:17:18.344,2022-05-01 16:17:18.344
112,Chocolate Beverage,4,false,20,"Boil milk in the top of a deep double boiler five minutes. Remove from fire and add chocolate, mixed with the cinnamon, a little at a time, beating with molinillo or egg beater after each addition. When the chocolate is thoroughly blended, heat to the boiling point. Place over bottom of double boiler and add eggs, whipping constantly, until they are thoroughly blended and the mixture is frothing. Serve in coffee mug. Serves eight.",https://www.thecocktaildb.com/images/media/drink/jbqrhv1487603186.jpg,"{""ingredient1"":""Milk"",""ingredient2"":""Chocolate"",""ingredient3"":""Cinnamon"",""ingredient4"":""Egg""}","{""measure1"":""6 cups "",""measure2"":""3 oz Mexican "",""measure3"":""1 tsp powdered "",""measure4"":""3 ""}",2022-05-01 16:17:18.351,2022-05-01 16:17:18.351
122,Frappé,5,false,4,"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.",https://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,"{""ingredient1"":""Coffee"",""ingredient2"":""Milk"",""ingredient3"":""Sugar""}","{""measure1"":""1/2 cup black "",""measure2"":""1/2 cup "",""measure3"":""1-2 tsp ""}",2022-05-01 16:17:18.359,2022-05-01 16:17:18.359
135,Melya,5,false,20,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,"{""ingredient1"":""Espresso"",""ingredient2"":""Honey"",""ingredient3"":""Cocoa powder""}","{""measure2"":""Unsweetened ""}",2022-05-01 16:17:18.364,2022-05-01 16:17:18.365
143,Zorro,5,true,20,add all and pour black coffee and add whipped cream on top.,https://www.thecocktaildb.com/images/media/drink/kvvd4z1485621283.jpg,"{""ingredient1"":""Sambuca"",""ingredient2"":""Baileys irish cream"",""ingredient3"":""White Creme de Menthe""}","{""measure1"":""2 cl "",""measure2"":""2 cl "",""measure3"":""2 cl ""}",2022-05-01 16:17:18.369,2022-05-01 16:17:18.369
165,A Night In Old Mandalay,8,true,4,"In a shaker half-filled with ice cubes, combine the light rum, añejo rum, orange juice, and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the ginger ale. Garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,"{""ingredient1"":""Light rum"",""ingredient2"":""Añejo rum"",""ingredient3"":""Orange juice"",""ingredient4"":""Lemon juice"",""ingredient5"":""Ginger ale"",""ingredient6"":""Lemon peel""}","{""measure1"":""1 oz "",""measure2"":""1 oz "",""measure3"":""1 oz "",""measure4"":""1/2 oz "",""measure5"":""3 oz "",""measure6"":""1 twist of ""}",2022-05-01 16:17:18.387,2022-05-01 16:17:18.388
176,Affair,8,true,4,"Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.",https://www.thecocktaildb.com/images/media/drink/h5za6y1582477994.jpg,"{""ingredient1"":""Strawberry schnapps"",""ingredient2"":""Orange juice"",""ingredient3"":""Cranberry juice"",""ingredient4"":""Club soda""}","{""measure1"":""2 oz "",""measure2"":""2 oz "",""measure3"":""2 oz ""}",2022-05-01 16:17:18.388,2022-05-01 16:17:18.389
191,Amaretto Shake,8,true,2,Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.,https://www.thecocktaildb.com/images/media/drink/xk79al1493069655.jpg,"{""ingredient1"":""Chocolate ice-cream"",""ingredient2"":""Brandy"",""ingredient3"":""Amaretto""}","{""measure1"":""2 scoops "",""measure2"":""2 oz "",""measure3"":""2 oz ""}",2022-05-01 16:17:18.420,2022-05-01 16:17:18.421
204,Archbishop,8,true,10,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",https://www.thecocktaildb.com/images/media/drink/4g6xds1582579703.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Wine"",""ingredient3"":""Benedictine"",""ingredient4"":""Lime""}","{""measure1"":""2 oz "",""measure2"":""1 oz Green Ginger "",""measure3"":""1 tsp "",""measure4"":""1 ""}",2022-05-01 16:17:18.421,2022-05-01 16:17:18.422
215,Bellini,8,true,9,"Pour peach purée into chilled flute, add sparkling wine. Stir gently.",https://www.thecocktaildb.com/images/media/drink/eaag491504367543.jpg,"{""ingredient1"":""Champagne"",""ingredient2"":""Peach schnapps""}","{""measure1"":""6 oz "",""measure2"":""1 oz ""}",2022-05-01 16:17:18.423,2022-05-01 16:17:18.423
23,Addison Special,3,true,10,Combine ingredients in the order listed into a shaker. Fill half full with ice and shake well. Strain into glass with ice and garnish with a cherry and orange wedge.,https://www.thecocktaildb.com/images/media/drink/4vo5651493068493.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Grenadine"",""ingredient3"":""Orange juice""}","{""measure1"":""1 shot "",""measure2"":""1 tblsp "",""measure3"":""Fill with ""}",2022-05-01 16:17:18.266,2022-05-01 16:17:18.267
24,Absolut Summertime,3,true,2,Add all ingredients except lemon to shaker filled with ice. Cover and shake vigorously. Strain contents into ice filled collins glass. Garnish with lemon.,https://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg,"{""ingredient1"":""Absolut Citron"",""ingredient2"":""Sweet and sour"",""ingredient3"":""Sprite"",""ingredient4"":""Soda water"",""ingredient5"":""Lemon""}","{""measure1"":""1 1/2 oz "",""measure2"":""3/4 oz "",""measure3"":""1/2 oz "",""measure4"":""3 oz "",""measure5"":""1 slice ""}",2022-05-01 16:17:18.261,2022-05-01 16:17:18.262
26,Ace,3,true,12,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,https://www.thecocktaildb.com/images/media/drink/l3cd7f1504818306.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Grenadine"",""ingredient3"":""Heavy cream"",""ingredient4"":""Milk"",""ingredient5"":""Egg White""}","{""measure1"":""2 shots "",""measure2"":""1/2 shot "",""measure3"":""1/2 shot "",""measure4"":""1/2 shot"",""measure5"":""1/2 Fresh""}",2022-05-01 16:17:18.263,2022-05-01 16:17:18.263
27,Absolutly Screwed Up,3,true,2,"Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.",https://www.thecocktaildb.com/images/media/drink/yvxrwv1472669728.jpg,"{""ingredient1"":""Absolut Citron"",""ingredient2"":""Orange juice"",""ingredient3"":""Triple sec"",""ingredient4"":""Ginger ale""}","{""measure1"":""1 shot "",""measure2"":""1 shot "",""measure3"":""1 shot "",""measure4"":""Fill to top ""}",2022-05-01 16:17:18.262,2022-05-01 16:17:18.263
25,Absolutely Fabulous,3,true,9,Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,https://www.thecocktaildb.com/images/media/drink/abcpwr1504817734.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Cranberry Juice"",""ingredient3"":""Champagne""}","{""measure1"":""1 shot "",""measure2"":""2 shots "",""measure3"":""Top up with""}",2022-05-01 16:17:18.262,2022-05-01 16:17:18.262
28,Adam & Eve,3,true,7,Shake together all the ingredients and strain into a cold glass.,https://www.thecocktaildb.com/images/media/drink/vfeumw1504819077.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Cognac"",""ingredient3"":""Creme de Cassis"",""ingredient4"":""Fresh Lemon Juice""}","{""measure1"":""1 shot "",""measure2"":""1 shot "",""measure3"":""1 shot "",""measure4"":""1/8 shot ""}",2022-05-01 16:17:18.263,2022-05-01 16:17:18.264
29,"110 in the shade",1,true,5,Drop shooter in glass. Fill with beer,https://www.thecocktaildb.com/images/media/drink/xxyywq1454511117.jpg,"{""ingredient1"":""Lager"",""ingredient2"":""Tequila""}","{""measure1"":""16 oz "",""measure2"":""1.5 oz ""}",2022-05-01 16:17:18.100,2022-05-01 16:17:18.100
32,Aquamarine,3,true,12,"Shake well in a shaker with ice.
Strain in a martini glass.",https://www.thecocktaildb.com/images/media/drink/zvsre31572902738.jpg,"{""ingredient1"":""Hpnotiq"",""ingredient2"":""Pineapple Juice"",""ingredient3"":""Banana Liqueur""}","{""measure1"":""2 oz"",""measure2"":""1 oz"",""measure3"":""1 oz""}",2022-05-01 16:17:18.285,2022-05-01 16:17:18.286
34,Aperol Spritz,3,true,13,"Put a couple of cubes of ice into 2 glasses and add a 50 ml measure of Aperol to each. Divide the prosecco between the glasses and then top up with soda, if you like.",https://www.thecocktaildb.com/images/media/drink/iloasq1587661955.jpg,"{""ingredient1"":""Aperol"",""ingredient2"":""Prosecco"",""ingredient3"":""Soda Water""}","{""measure1"":""100 ml"",""measure2"":""150 ml"",""measure3"":""Top""}",2022-05-01 16:17:18.291,2022-05-01 16:17:18.292
35,Amaretto fizz,3,true,2,"Mix Amaretto, orange juice and sparkling wine in a jug. Add a strip orange zest to each glass, if you like.",https://www.thecocktaildb.com/images/media/drink/92h3jz1582474310.jpg,"{""ingredient1"":""Amaretto"",""ingredient2"":""Orange Juice"",""ingredient3"":""White Wine"",""ingredient4"":""Orange Peel""}","{""measure1"":""4 cl"",""measure2"":""6 cl"",""measure3"":""15 cl"",""measure4"":""Garnish with""}",2022-05-01 16:17:18.283,2022-05-01 16:17:18.283
37,Arizona Stingers,3,true,14,Place ice cubes in the hurricane glass . Add the 2 HEAPING shots of Absolute Vodka (Note: You can add as many shots of Absolute as you want!) Fill the rest of glass with the Arizona Icetea with lemon. Stir to mix using a spoon. Drink up and enjoy!!!!!!!,https://www.thecocktaildb.com/images/media/drink/y7w0721493068255.jpg,"{""ingredient1"":""Absolut Vodka"",""ingredient2"":""Iced tea""}","{""measure1"":""2 shots "",""measure2"":""12 oz lemon ""}",2022-05-01 16:17:18.292,2022-05-01 16:17:18.293
40,Alice Cocktail,3,false,7,"Shake well, strain into a large cocktail glass.",https://www.thecocktaildb.com/images/media/drink/qyqtpv1468876144.jpg,"{""ingredient1"":""Grenadine"",""ingredient2"":""Orange juice"",""ingredient3"":""Pineapple juice"",""ingredient4"":""Cream""}","{""measure1"":""1 cl "",""measure2"":""1 cl "",""measure3"":""2 cl "",""measure4"":""4 cl ""}",2022-05-01 16:17:18.284,2022-05-01 16:17:18.285
42,Autumn Garibaldi,3,true,17,Pour all ingredients into a glass over ice and stir with a bar spoon. Garnish with some orange slices.,https://www.thecocktaildb.com/images/media/drink/ne7re71604179012.jpg,"{""ingredient1"":""Campari"",""ingredient2"":""Orange Juice"",""ingredient3"":""Ginger Beer"",""ingredient4"":""Orange Peel""}","{""measure1"":""1 1/2 oz"",""measure2"":""2 1/2 oz"",""measure3"":""2 1/2 oz"",""measure4"":""Garnish with""}",2022-05-01 16:17:18.294,2022-05-01 16:17:18.294
43,Army special,3,true,7,"Pour Vodka, Gin and lime cordial into glass, and top up with crushed ice. Wait for ice to melt slightly and sip without a straw.",https://www.thecocktaildb.com/images/media/drink/55muhh1493068062.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Gin"",""ingredient3"":""Lime juice cordial"",""ingredient4"":""Ice""}","{""measure1"":""30 ml "",""measure2"":""30 ml "",""measure3"":""45 ml "",""measure4"":""1/2 glass crushed ""}",2022-05-01 16:17:18.293,2022-05-01 16:17:18.293
48,Blueberry Mojito,3,true,4,Muddle the blueberries with the other ingredients and serve in a highball glass. Garnish with mint and a half slice of lime.,https://www.thecocktaildb.com/images/media/drink/07iep51598719977.jpg,"{""ingredient1"":""Dark Rum"",""ingredient2"":""Lime Juice"",""ingredient3"":""Sugar"",""ingredient4"":""Blueberries"",""ingredient5"":""Lemon-lime soda""}","{""measure1"":""2 shots"",""measure2"":""1 shot"",""measure3"":""Dash"",""measure4"":""Whole"",""measure5"":""Top""}",2022-05-01 16:17:18.299,2022-05-01 16:17:18.299
49,Bijou,3,true,7,"Stir in mixing glass with ice and strain
",https://www.thecocktaildb.com/images/media/drink/rysb3r1513706985.jpg,"{""ingredient1"":""Orange Bitters"",""ingredient2"":""Green Chartreuse"",""ingredient3"":""Gin"",""ingredient4"":""Sweet Vermouth""}","{""measure1"":""1 dash"",""measure2"":""1 oz"",""measure3"":""1 oz"",""measure4"":""1 oz""}",2022-05-01 16:17:18.298,2022-05-01 16:17:18.299
51,Bora Bora,3,false,4,"Prepare in a blender or shaker, serve in a highball glass on the rocks. Garnish with 1 slice of pineapple and one cherry.",https://www.thecocktaildb.com/images/media/drink/xwuqvw1473201811.jpg,"{""ingredient1"":""Pineapple juice"",""ingredient2"":""Passion fruit juice"",""ingredient3"":""Lemon juice"",""ingredient4"":""Grenadine""}","{""measure1"":""10 cl "",""measure2"":""6 cl "",""measure3"":""1 cl "",""measure4"":""1 cl ""}",2022-05-01 16:17:18.299,2022-05-01 16:17:18.299
53,Bounty Hunter,3,true,15,"Add the spirits into a shaker as well as the pineapple juice, strain into a Margarita glass. Top with Prosecco and garnish with Blueberries.",https://www.thecocktaildb.com/images/media/drink/t8bgxl1596018175.jpg,"{""ingredient1"":""Rum"",""ingredient2"":""Coconut Liqueur"",""ingredient3"":""Blueberries"",""ingredient4"":""Pineapple Juice"",""ingredient5"":""Prosecco""}","{""measure1"":""1 shot"",""measure2"":""1 shot"",""measure3"":""Garnish with"",""measure4"":""Dash"",""measure5"":""Top""}",2022-05-01 16:17:18.301,2022-05-01 16:17:18.301
30,Arizona Twister,3,true,14,"Just mix in the shots of rum, vodka, and tequila. Add splashes of the three juices, heavy on the pineapple. Top off with grenadine. Crushed ice should already be in glass. Top off the glass with a pineapple wedge.",https://www.thecocktaildb.com/images/media/drink/ido1j01493068134.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Malibu rum"",""ingredient3"":""Gold tequila"",""ingredient4"":""Orange juice"",""ingredient5"":""Pineapple juice"",""ingredient6"":""Cream of coconut"",""ingredient7"":""Grenadine"",""ingredient8"":""Ice"",""ingredient9"":""Pineapple""}","{""measure1"":""1 shot "",""measure2"":""1 shot "",""measure3"":""1 shot "",""measure4"":""1 splash "",""measure5"":""1 splash "",""measure6"":""1 splash "",""measure7"":""1 dash "",""measure8"":""crushed "",""measure9"":""1 wedge ""}",2022-05-01 16:17:18.292,2022-05-01 16:17:18.293
52,Boulevardier,3,true,12,"Stir with ice, strain, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/km84qi1513705868.jpg,"{""ingredient1"":""Campari"",""ingredient2"":""Sweet Vermouth"",""ingredient3"":""Rye whiskey"",""ingredient4"":""Orange Peel""}","{""measure1"":""1 oz"",""measure2"":""1 oz"",""measure3"":""1 1/4 oz"",""measure4"":""1""}",2022-05-01 16:17:18.301,2022-05-01 16:17:18.301
68,Cream Soda,3,true,4,Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,https://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,"{""ingredient1"":""Spiced rum"",""ingredient2"":""Ginger ale""}","{""measure1"":""1 oz ""}",2022-05-01 16:17:18.307,2022-05-01 16:17:18.307
84,Gin Lemon,3,true,4,"For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served.",https://www.thecocktaildb.com/images/media/drink/yhzvk91643821739.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Lemon Juice"",""ingredient3"":""Lemon Peel"",""ingredient4"":""Ice""}","{""measure1"":""6 cl"",""measure2"":""8 cl"",""measure3"":""1 Slice"",""measure4"":""cubes""}",2022-05-01 16:17:18.331,2022-05-01 16:17:18.331
90,Hunter's Moon,3,true,16,"Put the Bombay Sapphire, Martini Bianco, sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass, topping up with lemonade and garnishing with a wedge of orange.",https://www.thecocktaildb.com/images/media/drink/t0iugg1509556712.jpg,"{""ingredient1"":""Vermouth"",""ingredient2"":""Maraschino Cherry"",""ingredient3"":""Sugar Syrup"",""ingredient4"":""Lemonade"",""ingredient5"":""Blackberries""}","{""measure1"":""25 ml"",""measure2"":""15 ml"",""measure3"":""10 ml"",""measure4"":""100 ml"",""measure5"":""2""}",2022-05-01 16:17:18.334,2022-05-01 16:17:18.335
